node_index,node_label,n_voxel,node_source
1,17Networks_LH_VisCent_ExStr_1,8994,Schaefer200
2,17Networks_LH_VisCent_ExStr_2,6054,Schaefer200
3,17Networks_LH_VisCent_Striate_1,6778,Schaefer200
4,17Networks_LH_VisCent_ExStr_3,6371,Schaefer200
5,17Networks_LH_VisCent_ExStr_4,6529,Schaefer200
6,17Networks_LH_VisCent_ExStr_5,6211,Schaefer200
7,17Networks_LH_VisPeri_ExStrInf_1,4338,Schaefer200
8,17Networks_LH_VisPeri_ExStrInf_2,4206,Schaefer200
9,17Networks_LH_VisPeri_ExStrInf_3,1225,Schaefer200
10,17Networks_LH_VisPeri_StriCal_1,7555,Schaefer200
11,17Networks_LH_VisPeri_ExStrSup_1,2680,Schaefer200
12,17Networks_LH_VisPeri_ExStrSup_2,9098,Schaefer200
13,17Networks_LH_SomMotA_1,4218,Schaefer200
14,17Networks_LH_SomMotA_2,3458,Schaefer200
15,17Networks_LH_SomMotA_3,4336,Schaefer200
16,17Networks_LH_SomMotA_4,4873,Schaefer200
17,17Networks_LH_SomMotA_5,2979,Schaefer200
18,17Networks_LH_SomMotA_6,4363,Schaefer200
19,17Networks_LH_SomMotA_7,8575,Schaefer200
20,17Networks_LH_SomMotA_8,2316,Schaefer200
21,17Networks_LH_SomMotB_Aud_1,4712,Schaefer200
22,17Networks_LH_SomMotB_Aud_2,6448,Schaefer200
23,17Networks_LH_SomMotB_S2_1,3932,Schaefer200
24,17Networks_LH_SomMotB_S2_2,5249,Schaefer200
25,17Networks_LH_SomMotB_Aud_3,4616,Schaefer200
26,17Networks_LH_SomMotB_S2_3,3069,Schaefer200
27,17Networks_LH_SomMotB_Cent_1,6766,Schaefer200
28,17Networks_LH_SomMotB_Cent_2,4204,Schaefer200
29,17Networks_LH_DorsAttnA_TempOcc_1,9902,Schaefer200
30,17Networks_LH_DorsAttnA_TempOcc_2,5859,Schaefer200
31,17Networks_LH_DorsAttnA_ParOcc_1,5660,Schaefer200
32,17Networks_LH_DorsAttnA_SPL_1,4674,Schaefer200
33,17Networks_LH_DorsAttnA_SPL_2,4894,Schaefer200
34,17Networks_LH_DorsAttnA_SPL_3,2596,Schaefer200
35,17Networks_LH_DorsAttnB_PostC_1,4171,Schaefer200
36,17Networks_LH_DorsAttnB_PostC_2,3307,Schaefer200
37,17Networks_LH_DorsAttnB_PostC_3,2986,Schaefer200
38,17Networks_LH_DorsAttnB_PostC_4,5126,Schaefer200
39,17Networks_LH_DorsAttnB_FEF_1,5982,Schaefer200
40,17Networks_LH_SalVentAttnA_ParOper_1,5481,Schaefer200
41,17Networks_LH_SalVentAttnA_Ins_1,5570,Schaefer200
42,17Networks_LH_SalVentAttnA_FrOper_1,2368,Schaefer200
43,17Networks_LH_SalVentAttnA_FrOper_2,3992,Schaefer200
44,17Networks_LH_SalVentAttnA_ParMed_1,5180,Schaefer200
45,17Networks_LH_SalVentAttnA_FrMed_1,6254,Schaefer200
46,17Networks_LH_SalVentAttnA_FrMed_2,3948,Schaefer200
47,17Networks_LH_SalVentAttnB_IPL_1,4290,Schaefer200
48,17Networks_LH_SalVentAttnB_PFCl_1,10544,Schaefer200
49,17Networks_LH_SalVentAttnB_Ins_1,3753,Schaefer200
50,17Networks_LH_SalVentAttnB_PFCmp_1,4847,Schaefer200
51,17Networks_LH_LimbicB_OFC_1,4245,Schaefer200
52,17Networks_LH_LimbicB_OFC_2,10445,Schaefer200
53,17Networks_LH_LimbicA_TempPole_1,7182,Schaefer200
54,17Networks_LH_LimbicA_TempPole_2,8182,Schaefer200
55,17Networks_LH_LimbicA_TempPole_3,4858,Schaefer200
56,17Networks_LH_LimbicA_TempPole_4,2998,Schaefer200
57,17Networks_LH_ContA_Temp_1,5004,Schaefer200
58,17Networks_LH_ContA_IPS_1,5085,Schaefer200
59,17Networks_LH_ContA_IPS_2,3437,Schaefer200
60,17Networks_LH_ContA_IPS_3,3223,Schaefer200
61,17Networks_LH_ContA_PFCd_1,4614,Schaefer200
62,17Networks_LH_ContA_PFClv_1,9961,Schaefer200
63,17Networks_LH_ContA_PFCl_1,6506,Schaefer200
64,17Networks_LH_ContA_PFCl_2,3355,Schaefer200
65,17Networks_LH_ContA_PFCl_3,5365,Schaefer200
66,17Networks_LH_ContA_Cingm_1,1294,Schaefer200
67,17Networks_LH_ContB_Temp_1,5765,Schaefer200
68,17Networks_LH_ContB_IPL_1,3664,Schaefer200
69,17Networks_LH_ContB_PFCl_1,5548,Schaefer200
70,17Networks_LH_ContB_PFClv_1,4904,Schaefer200
71,17Networks_LH_ContB_PFClv_2,5878,Schaefer200
72,17Networks_LH_ContC_pCun_1,4193,Schaefer200
73,17Networks_LH_ContC_pCun_2,5002,Schaefer200
74,17Networks_LH_ContC_Cingp_1,1654,Schaefer200
75,17Networks_LH_DefaultA_IPL_1,8590,Schaefer200
76,17Networks_LH_DefaultA_PFCd_1,6930,Schaefer200
77,17Networks_LH_DefaultA_pCunPCC_1,5510,Schaefer200
78,17Networks_LH_DefaultA_pCunPCC_2,3231,Schaefer200
79,17Networks_LH_DefaultA_pCunPCC_3,4706,Schaefer200
80,17Networks_LH_DefaultA_PFCm_1,4431,Schaefer200
81,17Networks_LH_DefaultA_PFCm_2,8661,Schaefer200
82,17Networks_LH_DefaultA_PFCm_3,5176,Schaefer200
83,17Networks_LH_DefaultB_Temp_1,9720,Schaefer200
84,17Networks_LH_DefaultB_Temp_2,6197,Schaefer200
85,17Networks_LH_DefaultB_Temp_3,7658,Schaefer200
86,17Networks_LH_DefaultB_Temp_4,6208,Schaefer200
87,17Networks_LH_DefaultB_IPL_1,3222,Schaefer200
88,17Networks_LH_DefaultB_PFCd_1,7955,Schaefer200
89,17Networks_LH_DefaultB_PFCd_2,5746,Schaefer200
90,17Networks_LH_DefaultB_PFCd_3,5511,Schaefer200
91,17Networks_LH_DefaultB_PFCd_4,5595,Schaefer200
92,17Networks_LH_DefaultB_PFCv_1,4769,Schaefer200
93,17Networks_LH_DefaultB_PFCv_2,4314,Schaefer200
94,17Networks_LH_DefaultB_PFCv_3,3467,Schaefer200
95,17Networks_LH_DefaultB_PFCv_4,6736,Schaefer200
96,17Networks_LH_DefaultC_IPL_1,5048,Schaefer200
97,17Networks_LH_DefaultC_Rsp_1,4400,Schaefer200
98,17Networks_LH_DefaultC_PHC_1,5434,Schaefer200
99,17Networks_LH_TempPar_1,6382,Schaefer200
100,17Networks_LH_TempPar_2,4313,Schaefer200
101,17Networks_RH_VisCent_ExStr_1,10293,Schaefer200
102,17Networks_RH_VisCent_ExStr_2,5444,Schaefer200
103,17Networks_RH_VisCent_Striate_1,8114,Schaefer200
104,17Networks_RH_VisCent_ExStr_3,8361,Schaefer200
105,17Networks_RH_VisCent_ExStr_4,5470,Schaefer200
106,17Networks_RH_VisCent_ExStr_5,9474,Schaefer200
107,17Networks_RH_VisPeri_ExStrInf_1,5214,Schaefer200
108,17Networks_RH_VisPeri_ExStrInf_2,2971,Schaefer200
109,17Networks_RH_VisPeri_StriCal_1,6040,Schaefer200
110,17Networks_RH_VisPeri_ExStrSup_1,3107,Schaefer200
111,17Networks_RH_VisPeri_ExStrSup_2,5469,Schaefer200
112,17Networks_RH_VisPeri_ExStrSup_3,3733,Schaefer200
113,17Networks_RH_SomMotA_1,3724,Schaefer200
114,17Networks_RH_SomMotA_2,3175,Schaefer200
115,17Networks_RH_SomMotA_3,3770,Schaefer200
116,17Networks_RH_SomMotA_4,2857,Schaefer200
117,17Networks_RH_SomMotA_5,2206,Schaefer200
118,17Networks_RH_SomMotA_6,4329,Schaefer200
119,17Networks_RH_SomMotA_7,2292,Schaefer200
120,17Networks_RH_SomMotA_8,5199,Schaefer200
121,17Networks_RH_SomMotA_9,2951,Schaefer200
122,17Networks_RH_SomMotA_10,5640,Schaefer200
123,17Networks_RH_SomMotA_11,1937,Schaefer200
124,17Networks_RH_SomMotB_Aud_1,4882,Schaefer200
125,17Networks_RH_SomMotB_Aud_2,4242,Schaefer200
126,17Networks_RH_SomMotB_S2_1,2973,Schaefer200
127,17Networks_RH_SomMotB_S2_2,3232,Schaefer200
128,17Networks_RH_SomMotB_S2_3,2203,Schaefer200
129,17Networks_RH_SomMotB_S2_4,2416,Schaefer200
130,17Networks_RH_SomMotB_Cent_1,6264,Schaefer200
131,17Networks_RH_DorsAttnA_TempOcc_1,9513,Schaefer200
132,17Networks_RH_DorsAttnA_ParOcc_1,7863,Schaefer200
133,17Networks_RH_DorsAttnA_SPL_1,6527,Schaefer200
134,17Networks_RH_DorsAttnA_SPL_2,3710,Schaefer200
135,17Networks_RH_DorsAttnA_SPL_3,4444,Schaefer200
136,17Networks_RH_DorsAttnA_SPL_4,6988,Schaefer200
137,17Networks_RH_DorsAttnB_PostC_1,3059,Schaefer200
138,17Networks_RH_DorsAttnB_PostC_2,3412,Schaefer200
139,17Networks_RH_DorsAttnB_PostC_3,5932,Schaefer200
140,17Networks_RH_DorsAttnB_PostC_4,4761,Schaefer200
141,17Networks_RH_DorsAttnB_FEF_1,4083,Schaefer200
142,17Networks_RH_SalVentAttnA_ParOper_1,7508,Schaefer200
143,17Networks_RH_SalVentAttnA_PrC_1,3229,Schaefer200
144,17Networks_RH_SalVentAttnA_Ins_1,2917,Schaefer200
145,17Networks_RH_SalVentAttnA_Ins_2,6020,Schaefer200
146,17Networks_RH_SalVentAttnA_FrOper_1,7120,Schaefer200
147,17Networks_RH_SalVentAttnA_FrMed_1,5945,Schaefer200
148,17Networks_RH_SalVentAttnA_ParMed_1,1915,Schaefer200
149,17Networks_RH_SalVentAttnA_ParMed_2,4669,Schaefer200
150,17Networks_RH_SalVentAttnA_FrMed_2,5052,Schaefer200
151,17Networks_RH_SalVentAttnB_IPL_1,3457,Schaefer200
152,17Networks_RH_SalVentAttnB_PFClv_1,8221,Schaefer200
153,17Networks_RH_SalVentAttnB_PFCl_1,8287,Schaefer200
154,17Networks_RH_SalVentAttnB_Ins_1,1916,Schaefer200
155,17Networks_RH_SalVentAttnB_Ins_2,2972,Schaefer200
156,17Networks_RH_SalVentAttnB_PFCmp_1,5183,Schaefer200
157,17Networks_RH_LimbicB_OFC_1,6766,Schaefer200
158,17Networks_RH_LimbicB_OFC_2,5700,Schaefer200
159,17Networks_RH_LimbicB_OFC_3,8041,Schaefer200
160,17Networks_RH_LimbicB_OFC_4,6258,Schaefer200
161,17Networks_RH_LimbicA_TempPole_1,9197,Schaefer200
162,17Networks_RH_LimbicA_TempPole_2,9004,Schaefer200
163,17Networks_RH_LimbicA_TempPole_3,4422,Schaefer200
164,17Networks_RH_LimbicA_TempPole_4,6438,Schaefer200
165,17Networks_RH_ContA_IPS_1,6066,Schaefer200
166,17Networks_RH_ContA_IPS_2,3563,Schaefer200
167,17Networks_RH_ContA_PFCd_1,5095,Schaefer200
168,17Networks_RH_ContA_PFCl_1,6712,Schaefer200
169,17Networks_RH_ContA_PFCl_2,8636,Schaefer200
170,17Networks_RH_ContA_Cingm_1,1535,Schaefer200
171,17Networks_RH_ContB_Temp_1,9065,Schaefer200
172,17Networks_RH_ContB_Temp_2,5945,Schaefer200
173,17Networks_RH_ContB_IPL_1,5392,Schaefer200
174,17Networks_RH_ContB_IPL_2,3311,Schaefer200
175,17Networks_RH_ContB_PFCld_1,3559,Schaefer200
176,17Networks_RH_ContB_PFCld_2,8856,Schaefer200
177,17Networks_RH_ContB_PFClv_1,7822,Schaefer200
178,17Networks_RH_ContB_PFClv_2,6310,Schaefer200
179,17Networks_RH_ContB_PFCmp_1,6574,Schaefer200
180,17Networks_RH_ContB_PFCld_3,3747,Schaefer200
181,17Networks_RH_ContC_pCun_1,3786,Schaefer200
182,17Networks_RH_ContC_pCun_2,4547,Schaefer200
183,17Networks_RH_ContC_Cingp_1,2680,Schaefer200
184,17Networks_RH_DefaultA_IPL_1,6833,Schaefer200
185,17Networks_RH_DefaultA_PFCd_1,4216,Schaefer200
186,17Networks_RH_DefaultA_pCunPCC_1,7543,Schaefer200
187,17Networks_RH_DefaultA_PFCm_1,4610,Schaefer200
