node_index,node_label,n_voxel,node_source
1,17Networks_LH_VisCent_Striate_1,207,Schaefer700
2,17Networks_LH_VisCent_Striate_2,176,Schaefer700
3,17Networks_LH_VisCent_Striate_3,260,Schaefer700
4,17Networks_LH_VisCent_Striate_4,120,Schaefer700
5,17Networks_LH_VisCent_ExStr_1,252,Schaefer700
6,17Networks_LH_VisCent_ExStr_2,173,Schaefer700
7,17Networks_LH_VisCent_ExStr_3,236,Schaefer700
8,17Networks_LH_VisCent_ExStr_4,260,Schaefer700
9,17Networks_LH_VisCent_ExStr_5,287,Schaefer700
10,17Networks_LH_VisCent_ExStr_6,299,Schaefer700
11,17Networks_LH_VisCent_ExStr_7,289,Schaefer700
12,17Networks_LH_VisCent_ExStr_8,210,Schaefer700
13,17Networks_LH_VisCent_ExStr_9,187,Schaefer700
14,17Networks_LH_VisCent_ExStr_10,333,Schaefer700
15,17Networks_LH_VisCent_ExStr_11,205,Schaefer700
16,17Networks_LH_VisCent_ExStr_12,314,Schaefer700
17,17Networks_LH_VisCent_ExStr_13,140,Schaefer700
18,17Networks_LH_VisCent_ExStr_14,174,Schaefer700
19,17Networks_LH_VisCent_ExStr_15,148,Schaefer700
20,17Networks_LH_VisCent_ExStr_16,274,Schaefer700
21,17Networks_LH_VisCent_ExStr_17,314,Schaefer700
22,17Networks_LH_VisCent_ExStr_18,103,Schaefer700
23,17Networks_LH_VisCent_ExStr_19,301,Schaefer700
24,17Networks_LH_VisCent_ExStr_20,147,Schaefer700
25,17Networks_LH_VisPeri_StriCal_1,98,Schaefer700
26,17Networks_LH_VisPeri_StriCal_2,93,Schaefer700
27,17Networks_LH_VisPeri_StriCal_3,210,Schaefer700
28,17Networks_LH_VisPeri_StriCal_4,189,Schaefer700
29,17Networks_LH_VisPeri_StriCal_5,209,Schaefer700
30,17Networks_LH_VisPeri_StriCal_6,124,Schaefer700
31,17Networks_LH_VisPeri_ExStrInf_1,38,Schaefer700
32,17Networks_LH_VisPeri_ExStrInf_2,100,Schaefer700
33,17Networks_LH_VisPeri_ExStrInf_3,202,Schaefer700
34,17Networks_LH_VisPeri_ExStrInf_4,86,Schaefer700
35,17Networks_LH_VisPeri_ExStrInf_5,249,Schaefer700
36,17Networks_LH_VisPeri_ExStrInf_6,76,Schaefer700
37,17Networks_LH_VisPeri_ExStrInf_7,91,Schaefer700
38,17Networks_LH_VisPeri_ExStrInf_8,60,Schaefer700
39,17Networks_LH_VisPeri_ExStrSup_1,264,Schaefer700
40,17Networks_LH_VisPeri_ExStrSup_2,81,Schaefer700
41,17Networks_LH_VisPeri_ExStrSup_3,59,Schaefer700
42,17Networks_LH_VisPeri_ExStrSup_4,265,Schaefer700
43,17Networks_LH_VisPeri_ExStrSup_5,179,Schaefer700
44,17Networks_LH_VisPeri_ExStrSup_6,217,Schaefer700
45,17Networks_LH_VisPeri_ExStrSup_7,194,Schaefer700
46,17Networks_LH_VisPeri_ExStrSup_8,206,Schaefer700
47,17Networks_LH_VisPeri_ExStrSup_9,61,Schaefer700
48,17Networks_LH_SomMotA_1,113,Schaefer700
49,17Networks_LH_SomMotA_2,115,Schaefer700
50,17Networks_LH_SomMotA_3,70,Schaefer700
51,17Networks_LH_SomMotA_4,99,Schaefer700
52,17Networks_LH_SomMotA_5,129,Schaefer700
53,17Networks_LH_SomMotA_6,155,Schaefer700
54,17Networks_LH_SomMotA_7,63,Schaefer700
55,17Networks_LH_SomMotA_8,271,Schaefer700
56,17Networks_LH_SomMotA_9,116,Schaefer700
57,17Networks_LH_SomMotA_10,89,Schaefer700
58,17Networks_LH_SomMotA_11,116,Schaefer700
59,17Networks_LH_SomMotA_12,162,Schaefer700
60,17Networks_LH_SomMotA_13,62,Schaefer700
61,17Networks_LH_SomMotA_14,182,Schaefer700
62,17Networks_LH_SomMotA_15,204,Schaefer700
