node_index,node_label,n_voxel,node_source
1,17Networks_LH_VisCent_ExStr_1,339,Schaefer100
2,17Networks_LH_VisCent_ExStr_2,470,Schaefer100
3,17Networks_LH_VisCent_Striate_1,278,Schaefer100
4,17Networks_LH_VisCent_ExStr_3,546,Schaefer100
5,17Networks_LH_VisPeri_ExStrInf_1,290,Schaefer100
6,17Networks_LH_VisPeri_StriCal_1,303,Schaefer100
7,17Networks_LH_VisPeri_ExStrSup_1,319,Schaefer100
8,17Networks_LH_SomMotA_1,542,Schaefer100
9,17Networks_LH_SomMotA_2,753,Schaefer100
10,17Networks_LH_SomMotB_Aud_1,465,Schaefer100
11,17Networks_LH_SomMotB_S2_1,163,Schaefer100
12,17Networks_LH_SomMotB_S2_2,339,Schaefer100
13,17Networks_LH_SomMotB_Cent_1,326,Schaefer100
14,17Networks_LH_DorsAttnA_TempOcc_1,746,Schaefer100
15,17Networks_LH_DorsAttnA_ParOcc_1,274,Schaefer100
16,17Networks_LH_DorsAttnA_SPL_1,521,Schaefer100
17,17Networks_LH_DorsAttnB_PostC_1,255,Schaefer100
18,17Networks_LH_DorsAttnB_PostC_2,162,Schaefer100
19,17Networks_LH_DorsAttnB_PostC_3,282,Schaefer100
20,17Networks_LH_DorsAttnB_FEF_1,559,Schaefer100
21,17Networks_LH_SalVentAttnA_ParOper_1,315,Schaefer100
22,17Networks_LH_SalVentAttnA_Ins_1,322,Schaefer100
23,17Networks_LH_SalVentAttnA_Ins_2,248,Schaefer100
24,17Networks_LH_SalVentAttnA_ParMed_1,209,Schaefer100
25,17Networks_LH_SalVentAttnA_FrMed_1,332,Schaefer100
26,17Networks_LH_SalVentAttnB_PFCl_1,459,Schaefer100
27,17Networks_LH_SalVentAttnB_PFCmp_1,480,Schaefer100
28,17Networks_LH_LimbicB_OFC_1,613,Schaefer100
29,17Networks_LH_LimbicA_TempPole_1,848,Schaefer100
30,17Networks_LH_LimbicA_TempPole_2,587,Schaefer100
31,17Networks_LH_ContA_IPS_1,411,Schaefer100
32,17Networks_LH_ContA_PFCl_1,573,Schaefer100
33,17Networks_LH_ContA_PFCl_2,368,Schaefer100
34,17Networks_LH_ContB_PFClv_1,462,Schaefer100
35,17Networks_LH_ContC_pCun_1,166,Schaefer100
36,17Networks_LH_ContC_pCun_2,243,Schaefer100
37,17Networks_LH_ContC_Cingp_1,170,Schaefer100
38,17Networks_LH_DefaultA_PFCd_1,255,Schaefer100
39,17Networks_LH_DefaultA_pCunPCC_1,420,Schaefer100
40,17Networks_LH_DefaultA_PFCm_1,524,Schaefer100
41,17Networks_LH_DefaultB_Temp_1,676,Schaefer100
42,17Networks_LH_DefaultB_Temp_2,328,Schaefer100
43,17Networks_LH_DefaultB_IPL_1,775,Schaefer100
44,17Networks_LH_DefaultB_PFCd_1,816,Schaefer100
45,17Networks_LH_DefaultB_PFCl_1,303,Schaefer100
46,17Networks_LH_DefaultB_PFCv_1,236,Schaefer100
47,17Networks_LH_DefaultB_PFCv_2,624,Schaefer100
48,17Networks_LH_DefaultC_Rsp_1,182,Schaefer100
49,17Networks_LH_DefaultC_PHC_1,249,Schaefer100
50,17Networks_LH_TempPar_1,274,Schaefer100
51,17Networks_RH_VisCent_ExStr_1,498,Schaefer100
52,17Networks_RH_VisCent_ExStr_2,583,Schaefer100
53,17Networks_RH_VisCent_ExStr_3,441,Schaefer100
54,17Networks_RH_VisPeri_StriCal_1,384,Schaefer100
55,17Networks_RH_VisPeri_ExStrInf_1,393,Schaefer100
56,17Networks_RH_VisPeri_ExStrSup_1,434,Schaefer100
57,17Networks_RH_SomMotA_1,114,Schaefer100
58,17Networks_RH_SomMotA_2,347,Schaefer100
59,17Networks_RH_SomMotA_3,190,Schaefer100
60,17Networks_RH_SomMotA_4,639,Schaefer100
61,17Networks_RH_SomMotB_Aud_1,485,Schaefer100
62,17Networks_RH_SomMotB_S2_1,170,Schaefer100
63,17Networks_RH_SomMotB_S2_2,203,Schaefer100
64,17Networks_RH_SomMotB_Cent_1,246,Schaefer100
65,17Networks_RH_DorsAttnA_TempOcc_1,617,Schaefer100
66,17Networks_RH_DorsAttnA_ParOcc_1,487,Schaefer100
67,17Networks_RH_DorsAttnA_SPL_1,579,Schaefer100
68,17Networks_RH_DorsAttnB_PostC_1,249,Schaefer100
69,17Networks_RH_DorsAttnB_PostC_2,424,Schaefer100
70,17Networks_RH_DorsAttnB_FEF_1,463,Schaefer100
71,17Networks_RH_SalVentAttnA_ParOper_1,315,Schaefer100
72,17Networks_RH_SalVentAttnA_Ins_1,504,Schaefer100
73,17Networks_RH_SalVentAttnA_ParMed_1,234,Schaefer100
74,17Networks_RH_SalVentAttnA_FrMed_1,495,Schaefer100
75,17Networks_RH_SalVentAttnB_IPL_1,243,Schaefer100
76,17Networks_RH_SalVentAttnB_PFCl_1,434,Schaefer100
77,17Networks_RH_SalVentAttnB_PFCmp_1,372,Schaefer100
78,17Networks_RH_LimbicB_OFC_1,612,Schaefer100
79,17Networks_RH_LimbicA_TempPole_1,1035,Schaefer100
80,17Networks_RH_ContA_IPS_1,354,Schaefer100
81,17Networks_RH_ContA_PFCl_1,455,Schaefer100
82,17Networks_RH_ContA_PFCl_2,489,Schaefer100
83,17Networks_RH_ContB_Temp_1,584,Schaefer100
84,17Networks_RH_ContB_IPL_1,329,Schaefer100
85,17Networks_RH_ContB_PFCld_1,460,Schaefer100
86,17Networks_RH_ContB_PFClv_1,625,Schaefer100
87,17Networks_RH_ContC_Cingp_1,169,Schaefer100
88,17Networks_RH_ContC_pCun_1,359,Schaefer100
89,17Networks_RH_DefaultA_IPL_1,304,Schaefer100
