node_index,node_label,n_voxel,node_source
1,17Networks_LH_VisCent_Striate_1,2467,Schaefer600
2,17Networks_LH_VisCent_Striate_2,1446,Schaefer600
3,17Networks_LH_VisCent_Striate_3,1606,Schaefer600
4,17Networks_LH_VisCent_ExStr_1,2497,Schaefer600
5,17Networks_LH_VisCent_ExStr_2,1894,Schaefer600
6,17Networks_LH_VisCent_ExStr_3,2501,Schaefer600
7,17Networks_LH_VisCent_ExStr_4,2899,Schaefer600
8,17Networks_LH_VisCent_ExStr_5,1949,Schaefer600
9,17Networks_LH_VisCent_ExStr_6,3080,Schaefer600
10,17Networks_LH_VisCent_ExStr_7,1620,Schaefer600
11,17Networks_LH_VisCent_ExStr_8,4357,Schaefer600
12,17Networks_LH_VisCent_ExStr_9,2114,Schaefer600
13,17Networks_LH_VisCent_ExStr_10,2379,Schaefer600
14,17Networks_LH_VisCent_ExStr_11,2323,Schaefer600
15,17Networks_LH_VisCent_ExStr_12,2097,Schaefer600
16,17Networks_LH_VisCent_ExStr_13,3051,Schaefer600
17,17Networks_LH_VisCent_ExStr_14,1659,Schaefer600
18,17Networks_LH_VisCent_ExStr_15,2585,Schaefer600
19,17Networks_LH_VisCent_ExStr_16,1730,Schaefer600
20,17Networks_LH_VisCent_ExStr_17,1855,Schaefer600
21,17Networks_LH_VisPeri_StriCal_1,489,Schaefer600
22,17Networks_LH_VisPeri_StriCal_2,293,Schaefer600
23,17Networks_LH_VisPeri_StriCal_3,2419,Schaefer600
24,17Networks_LH_VisPeri_StriCal_4,3235,Schaefer600
25,17Networks_LH_VisPeri_StriCal_5,1681,Schaefer600
26,17Networks_LH_VisPeri_ExStrInf_1,1297,Schaefer600
27,17Networks_LH_VisPeri_ExStrInf_2,2138,Schaefer600
28,17Networks_LH_VisPeri_ExStrInf_3,2385,Schaefer600
29,17Networks_LH_VisPeri_ExStrInf_4,757,Schaefer600
30,17Networks_LH_VisPeri_ExStrInf_5,1211,Schaefer600
31,17Networks_LH_VisPeri_ExStrSup_1,1970,Schaefer600
32,17Networks_LH_VisPeri_ExStrSup_2,579,Schaefer600
33,17Networks_LH_VisPeri_ExStrSup_3,605,Schaefer600
34,17Networks_LH_VisPeri_ExStrSup_4,3851,Schaefer600
35,17Networks_LH_VisPeri_ExStrSup_5,1420,Schaefer600
36,17Networks_LH_VisPeri_ExStrSup_6,2291,Schaefer600
37,17Networks_LH_VisPeri_ExStrSup_7,1906,Schaefer600
38,17Networks_LH_SomMotA_1,617,Schaefer600
39,17Networks_LH_SomMotA_2,1165,Schaefer600
40,17Networks_LH_SomMotA_3,1532,Schaefer600
41,17Networks_LH_SomMotA_4,1443,Schaefer600
42,17Networks_LH_SomMotA_5,1364,Schaefer600
43,17Networks_LH_SomMotA_6,2537,Schaefer600
44,17Networks_LH_SomMotA_7,546,Schaefer600
45,17Networks_LH_SomMotA_8,930,Schaefer600
46,17Networks_LH_SomMotA_9,1730,Schaefer600
47,17Networks_LH_SomMotA_10,4141,Schaefer600
48,17Networks_LH_SomMotA_11,1794,Schaefer600
49,17Networks_LH_SomMotA_12,926,Schaefer600
50,17Networks_LH_SomMotA_13,2738,Schaefer600
51,17Networks_LH_SomMotA_14,1566,Schaefer600
52,17Networks_LH_SomMotA_15,688,Schaefer600
53,17Networks_LH_SomMotA_16,2294,Schaefer600
54,17Networks_LH_SomMotA_17,1589,Schaefer600
55,17Networks_LH_SomMotA_18,693,Schaefer600
56,17Networks_LH_SomMotA_19,1053,Schaefer600
57,17Networks_LH_SomMotA_20,1140,Schaefer600
58,17Networks_LH_SomMotA_21,1854,Schaefer600
59,17Networks_LH_SomMotA_22,1472,Schaefer600
60,17Networks_LH_SomMotA_23,1606,Schaefer600
61,17Networks_LH_SomMotA_24,1169,Schaefer600
62,17Networks_LH_SomMotA_25,1310,Schaefer600
63,17Networks_LH_SomMotA_26,2180,Schaefer600
64,17Networks_LH_SomMotA_27,1109,Schaefer600
