node_index,node_label,n_voxel,node_source
1,17Networks_LH_VisCent_Striate_1,1894,Schaefer700
2,17Networks_LH_VisCent_Striate_2,1532,Schaefer700
3,17Networks_LH_VisCent_Striate_3,2317,Schaefer700
4,17Networks_LH_VisCent_Striate_4,1082,Schaefer700
5,17Networks_LH_VisCent_ExStr_1,2136,Schaefer700
6,17Networks_LH_VisCent_ExStr_2,1353,Schaefer700
7,17Networks_LH_VisCent_ExStr_3,1936,Schaefer700
8,17Networks_LH_VisCent_ExStr_4,2240,Schaefer700
9,17Networks_LH_VisCent_ExStr_5,2448,Schaefer700
10,17Networks_LH_VisCent_ExStr_6,2462,Schaefer700
11,17Networks_LH_VisCent_ExStr_7,2415,Schaefer700
12,17Networks_LH_VisCent_ExStr_8,1773,Schaefer700
13,17Networks_LH_VisCent_ExStr_9,1544,Schaefer700
14,17Networks_LH_VisCent_ExStr_10,2757,Schaefer700
15,17Networks_LH_VisCent_ExStr_11,1720,Schaefer700
16,17Networks_LH_VisCent_ExStr_12,2652,Schaefer700
17,17Networks_LH_VisCent_ExStr_13,1084,Schaefer700
18,17Networks_LH_VisCent_ExStr_14,1382,Schaefer700
19,17Networks_LH_VisCent_ExStr_15,1128,Schaefer700
20,17Networks_LH_VisCent_ExStr_16,2219,Schaefer700
21,17Networks_LH_VisCent_ExStr_17,2660,Schaefer700
22,17Networks_LH_VisCent_ExStr_18,833,Schaefer700
23,17Networks_LH_VisCent_ExStr_19,2440,Schaefer700
24,17Networks_LH_VisCent_ExStr_20,1356,Schaefer700
25,17Networks_LH_VisPeri_StriCal_1,965,Schaefer700
26,17Networks_LH_VisPeri_StriCal_2,881,Schaefer700
27,17Networks_LH_VisPeri_StriCal_3,1806,Schaefer700
28,17Networks_LH_VisPeri_StriCal_4,1633,Schaefer700
29,17Networks_LH_VisPeri_StriCal_5,1787,Schaefer700
30,17Networks_LH_VisPeri_StriCal_6,1166,Schaefer700
31,17Networks_LH_VisPeri_ExStrInf_1,324,Schaefer700
32,17Networks_LH_VisPeri_ExStrInf_2,793,Schaefer700
33,17Networks_LH_VisPeri_ExStrInf_3,1828,Schaefer700
34,17Networks_LH_VisPeri_ExStrInf_4,719,Schaefer700
35,17Networks_LH_VisPeri_ExStrInf_5,2145,Schaefer700
36,17Networks_LH_VisPeri_ExStrInf_6,578,Schaefer700
37,17Networks_LH_VisPeri_ExStrInf_7,743,Schaefer700
38,17Networks_LH_VisPeri_ExStrInf_8,498,Schaefer700
