node_index,node_label,n_voxel,node_source
1,17Networks_LH_VisCent_Striate_1,201,Schaefer500
2,17Networks_LH_VisCent_Striate_2,265,Schaefer500
3,17Networks_LH_VisCent_ExStr_1,311,Schaefer500
4,17Networks_LH_VisCent_ExStr_2,305,Schaefer500
5,17Networks_LH_VisCent_ExStr_3,328,Schaefer500
6,17Networks_LH_VisCent_ExStr_4,407,Schaefer500
7,17Networks_LH_VisCent_ExStr_5,333,Schaefer500
8,17Networks_LH_VisCent_ExStr_6,497,Schaefer500
9,17Networks_LH_VisCent_ExStr_7,296,Schaefer500
10,17Networks_LH_VisCent_ExStr_8,330,Schaefer500
11,17Networks_LH_VisCent_ExStr_9,517,Schaefer500
12,17Networks_LH_VisCent_ExStr_10,285,Schaefer500
13,17Networks_LH_VisCent_ExStr_11,394,Schaefer500
14,17Networks_LH_VisCent_ExStr_12,357,Schaefer500
15,17Networks_LH_VisCent_ExStr_13,241,Schaefer500
16,17Networks_LH_VisPeri_StriCal_1,78,Schaefer500
17,17Networks_LH_VisPeri_StriCal_2,128,Schaefer500
18,17Networks_LH_VisPeri_StriCal_3,375,Schaefer500
19,17Networks_LH_VisPeri_StriCal_4,272,Schaefer500
20,17Networks_LH_VisPeri_StriCal_5,286,Schaefer500
21,17Networks_LH_VisPeri_ExStrInf_1,170,Schaefer500
22,17Networks_LH_VisPeri_ExStrInf_2,253,Schaefer500
23,17Networks_LH_VisPeri_ExStrInf_3,264,Schaefer500
24,17Networks_LH_VisPeri_ExStrInf_4,163,Schaefer500
25,17Networks_LH_VisPeri_ExStrInf_5,150,Schaefer500
26,17Networks_LH_VisPeri_ExStrSup_1,316,Schaefer500
27,17Networks_LH_VisPeri_ExStrSup_2,405,Schaefer500
28,17Networks_LH_VisPeri_ExStrSup_3,281,Schaefer500
29,17Networks_LH_VisPeri_ExStrSup_4,299,Schaefer500
30,17Networks_LH_VisPeri_ExStrSup_5,223,Schaefer500
31,17Networks_LH_SomMotA_1,67,Schaefer500
32,17Networks_LH_SomMotA_2,213,Schaefer500
33,17Networks_LH_SomMotA_3,131,Schaefer500
34,17Networks_LH_SomMotA_4,286,Schaefer500
35,17Networks_LH_SomMotA_5,333,Schaefer500
36,17Networks_LH_SomMotA_6,134,Schaefer500
37,17Networks_LH_SomMotA_7,86,Schaefer500
38,17Networks_LH_SomMotA_8,458,Schaefer500
39,17Networks_LH_SomMotA_9,325,Schaefer500
40,17Networks_LH_SomMotA_10,333,Schaefer500
41,17Networks_LH_SomMotA_11,254,Schaefer500
42,17Networks_LH_SomMotA_12,260,Schaefer500
43,17Networks_LH_SomMotA_13,287,Schaefer500
44,17Networks_LH_SomMotA_14,244,Schaefer500
45,17Networks_LH_SomMotA_15,230,Schaefer500
46,17Networks_LH_SomMotA_16,132,Schaefer500
47,17Networks_LH_SomMotA_17,233,Schaefer500
48,17Networks_LH_SomMotA_18,179,Schaefer500
49,17Networks_LH_SomMotA_19,200,Schaefer500
50,17Networks_LH_SomMotA_20,119,Schaefer500
51,17Networks_LH_SomMotA_21,146,Schaefer500
52,17Networks_LH_SomMotA_22,120,Schaefer500
53,17Networks_LH_SomMotA_23,85,Schaefer500
54,17Networks_LH_SomMotB_Cent_1,105,Schaefer500
55,17Networks_LH_SomMotB_Cent_2,204,Schaefer500
56,17Networks_LH_SomMotB_Cent_3,209,Schaefer500
57,17Networks_LH_SomMotB_Cent_4,169,Schaefer500
58,17Networks_LH_SomMotB_Cent_5,165,Schaefer500
59,17Networks_LH_SomMotB_Cent_6,309,Schaefer500
60,17Networks_LH_SomMotB_Cent_7,107,Schaefer500
61,17Networks_LH_SomMotB_S2_1,181,Schaefer500
62,17Networks_LH_SomMotB_S2_2,161,Schaefer500
63,17Networks_LH_SomMotB_S2_3,206,Schaefer500
64,17Networks_LH_SomMotB_S2_4,248,Schaefer500
65,17Networks_LH_SomMotB_S2_5,223,Schaefer500
