node_index,node_label,n_voxel,node_source
1,17Networks_LH_VisCent_ExStr_1,2494,Schaefer400
2,17Networks_LH_VisCent_ExStr_2,3356,Schaefer400
3,17Networks_LH_VisCent_ExStr_3,2827,Schaefer400
4,17Networks_LH_VisCent_ExStr_4,2637,Schaefer400
5,17Networks_LH_VisCent_ExStr_5,4236,Schaefer400
6,17Networks_LH_VisCent_ExStr_6,3087,Schaefer400
7,17Networks_LH_VisCent_Striate_1,4087,Schaefer400
8,17Networks_LH_VisCent_ExStr_7,3440,Schaefer400
9,17Networks_LH_VisCent_ExStr_8,4720,Schaefer400
10,17Networks_LH_VisCent_ExStr_9,4515,Schaefer400
11,17Networks_LH_VisCent_ExStr_10,4743,Schaefer400
12,17Networks_LH_VisCent_ExStr_11,2783,Schaefer400
13,17Networks_LH_VisPeri_ExStrInf_1,3169,Schaefer400
14,17Networks_LH_VisPeri_ExStrInf_2,2175,Schaefer400
15,17Networks_LH_VisPeri_ExStrInf_3,2467,Schaefer400
16,17Networks_LH_VisPeri_ExStrInf_4,946,Schaefer400
17,17Networks_LH_VisPeri_ExStrInf_5,1617,Schaefer400
18,17Networks_LH_VisPeri_StriCal_1,3324,Schaefer400
19,17Networks_LH_VisPeri_StriCal_2,3735,Schaefer400
20,17Networks_LH_VisPeri_ExStrSup_1,1941,Schaefer400
21,17Networks_LH_VisPeri_ExStrSup_2,3649,Schaefer400
22,17Networks_LH_VisPeri_ExStrSup_3,2251,Schaefer400
23,17Networks_LH_VisPeri_ExStrSup_4,2650,Schaefer400
24,17Networks_LH_VisPeri_ExStrSup_5,2025,Schaefer400
25,17Networks_LH_SomMotA_1,2531,Schaefer400
26,17Networks_LH_SomMotA_2,1527,Schaefer400
27,17Networks_LH_SomMotA_3,1646,Schaefer400
28,17Networks_LH_SomMotA_4,2774,Schaefer400
29,17Networks_LH_SomMotA_5,983,Schaefer400
30,17Networks_LH_SomMotA_6,1095,Schaefer400
31,17Networks_LH_SomMotA_7,1694,Schaefer400
32,17Networks_LH_SomMotA_8,2019,Schaefer400
33,17Networks_LH_SomMotA_9,3730,Schaefer400
34,17Networks_LH_SomMotA_10,2131,Schaefer400
