node_index,node_label,n_voxel,node_source
1,HIP-head-m1-rh,32,TianScale4
2,HIP-head-m2-rh,17,TianScale4
3,THA-VAip-rh,61,TianScale4
4,THA-VAia-rh,48,TianScale4
5,HIP-head-l-rh,65,TianScale4
6,HIP-body-rh,61,TianScale4
7,HIP-tail-rh,33,TianScale4
8,THA-VPm-rh,26,TianScale4
9,THA-VPl-rh,32,TianScale4
10,THA-VAs-rh,68,TianScale4
11,THA-DAm-rh,53,TianScale4
12,THA-DAl-rh,40,TianScale4
13,PUT-VA-rh,72,TianScale4
14,PUT-DA-rh,69,TianScale4
15,PUT-VP-rh,68,TianScale4
16,PUT-DP-rh,72,TianScale4
17,CAU-VA-rh,44,TianScale4
18,CAU-DA-rh,43,TianScale4
19,CAU-body-rh,40,TianScale4
20,CAU-tail-rh,14,TianScale4
21,lAMY-rh,57,TianScale4
22,mAMY-rh,61,TianScale4
23,THA-DP-rh,59,TianScale4
24,NAc-shell-rh,45,TianScale4
25,NAc-core-rh,25,TianScale4
26,pGP-rh,29,TianScale4
27,aGP-rh,41,TianScale4
28,HIP-head-m1-lh,27,TianScale4
29,HIP-head-m2-lh,11,TianScale4
30,THA-VAip-lh,69,TianScale4
31,THA-VAia-lh,37,TianScale4
32,HIP-head-l-lh,70,TianScale4
33,HIP-body-lh,59,TianScale4
34,HIP-tail-lh,35,TianScale4
35,THA-VPm-lh,25,TianScale4
36,THA-VPl-lh,32,TianScale4
37,THA-VAs-lh,73,TianScale4
38,THA-DAm-lh,54,TianScale4
39,THA-DAl-lh,40,TianScale4
40,PUT-VA-lh,73,TianScale4
41,PUT-DA-lh,67,TianScale4
42,PUT-VP-lh,70,TianScale4
43,PUT-DP-lh,72,TianScale4
44,CAU-VA-lh,40,TianScale4
45,CAU-DA-lh,53,TianScale4
46,CAU-body-lh,44,TianScale4
47,CAU-tail-lh,14,TianScale4
48,lAMY-lh,48,TianScale4
49,mAMY-lh,58,TianScale4
50,THA-DP-lh,70,TianScale4
51,NAc-shell-lh,39,TianScale4
52,NAc-core-lh,29,TianScale4
53,pGP-lh,32,TianScale4
54,aGP-lh,33,TianScale4
