node_index,node_label,n_voxel,node_source
1,aHIP-rh,114,TianScale2
2,pHIP-rh,94,TianScale2
3,lAMY-rh,57,TianScale2
4,mAMY-rh,61,TianScale2
5,THA-DP-rh,59,TianScale2
6,THA-VP-rh,58,TianScale2
7,THA-VA-rh,177,TianScale2
8,THA-DA-rh,93,TianScale2
9,NAc-shell-rh,45,TianScale2
10,NAc-core-rh,25,TianScale2
11,pGP-rh,29,TianScale2
12,aGP-rh,41,TianScale2
13,aPUT-rh,141,TianScale2
14,pPUT-rh,140,TianScale2
15,aCAU-rh,87,TianScale2
16,pCAU-rh,54,TianScale2
17,aHIP-lh,108,TianScale2
18,pHIP-lh,94,TianScale2
19,lAMY-lh,48,TianScale2
20,mAMY-lh,58,TianScale2
21,THA-DP-lh,70,TianScale2
22,THA-VP-lh,57,TianScale2
23,THA-VA-lh,179,TianScale2
24,THA-DA-lh,94,TianScale2
25,NAc-shell-lh,39,TianScale2
26,NAc-core-lh,29,TianScale2
27,pGP-lh,32,TianScale2
28,aGP-lh,33,TianScale2
29,aPUT-lh,140,TianScale2
30,pPUT-lh,142,TianScale2
31,aCAU-lh,93,TianScale2
32,pCAU-lh,58,TianScale2
