node_index,node_label,n_voxel,node_source
1,HIP-head-m-rh,152,TianScale3
2,HIP-head-l-rh,244,TianScale3
3,HIP-body-rh,198,TianScale3
4,HIP-tail-rh,106,TianScale3
5,THA-VPm-rh,88,TianScale3
6,THA-VPl-rh,98,TianScale3
7,THA-VAi-rh,338,TianScale3
8,THA-VAs-rh,226,TianScale3
9,THA-DAm-rh,172,TianScale3
10,THA-DAl-rh,132,TianScale3
11,PUT-VA-rh,276,TianScale3
12,PUT-DA-rh,231,TianScale3
13,PUT-VP-rh,245,TianScale3
14,PUT-DP-rh,266,TianScale3
15,CAU-VA-rh,124,TianScale3
16,CAU-DA-rh,165,TianScale3
17,CAU-body-rh,115,TianScale3
18,CAU-tail-rh,52,TianScale3
19,lAMY-rh,161,TianScale3
20,mAMY-rh,221,TianScale3
21,THA-DP-rh,201,TianScale3
22,NAc-shell-rh,155,TianScale3
23,NAc-core-rh,109,TianScale3
24,pGP-rh,90,TianScale3
25,aGP-rh,110,TianScale3
26,HIP-head-m-lh,130,TianScale3
27,HIP-head-l-lh,218,TianScale3
28,HIP-body-lh,198,TianScale3
29,HIP-tail-lh,106,TianScale3
30,THA-VPm-lh,88,TianScale3
31,THA-VPl-lh,98,TianScale3
32,THA-VAi-lh,338,TianScale3
33,THA-VAs-lh,226,TianScale3
34,THA-DAm-lh,172,TianScale3
35,THA-DAl-lh,132,TianScale3
36,PUT-VA-lh,232,TianScale3
37,PUT-DA-lh,233,TianScale3
38,PUT-VP-lh,245,TianScale3
39,PUT-DP-lh,255,TianScale3
40,CAU-VA-lh,129,TianScale3
41,CAU-DA-lh,165,TianScale3
42,CAU-body-lh,117,TianScale3
43,CAU-tail-lh,51,TianScale3
44,lAMY-lh,175,TianScale3
45,mAMY-lh,192,TianScale3
46,THA-DP-lh,201,TianScale3
47,NAc-shell-lh,136,TianScale3
48,NAc-core-lh,90,TianScale3
49,pGP-lh,90,TianScale3
50,aGP-lh,108,TianScale3
