node_index,node_label,n_voxel,node_source
1,HIP-head-m-rh,49,TianScale3
2,HIP-head-l-rh,65,TianScale3
3,HIP-body-rh,61,TianScale3
4,HIP-tail-rh,33,TianScale3
5,THA-VPm-rh,26,TianScale3
6,THA-VPl-rh,32,TianScale3
7,THA-VAi-rh,109,TianScale3
8,THA-VAs-rh,68,TianScale3
9,THA-DAm-rh,53,TianScale3
10,THA-DAl-rh,40,TianScale3
11,PUT-VA-rh,72,TianScale3
12,PUT-DA-rh,69,TianScale3
13,PUT-VP-rh,68,TianScale3
14,PUT-DP-rh,72,TianScale3
15,CAU-VA-rh,44,TianScale3
16,CAU-DA-rh,43,TianScale3
17,CAU-body-rh,40,TianScale3
18,CAU-tail-rh,14,TianScale3
19,lAMY-rh,57,TianScale3
20,mAMY-rh,61,TianScale3
21,THA-DP-rh,59,TianScale3
22,NAc-shell-rh,45,TianScale3
23,NAc-core-rh,25,TianScale3
24,pGP-rh,29,TianScale3
25,aGP-rh,41,TianScale3
26,HIP-head-m-lh,38,TianScale3
27,HIP-head-l-lh,70,TianScale3
28,HIP-body-lh,59,TianScale3
29,HIP-tail-lh,35,TianScale3
30,THA-VPm-lh,25,TianScale3
31,THA-VPl-lh,32,TianScale3
32,THA-VAi-lh,106,TianScale3
33,THA-VAs-lh,73,TianScale3
34,THA-DAm-lh,54,TianScale3
35,THA-DAl-lh,40,TianScale3
36,PUT-VA-lh,73,TianScale3
37,PUT-DA-lh,67,TianScale3
38,PUT-VP-lh,70,TianScale3
39,PUT-DP-lh,72,TianScale3
40,CAU-VA-lh,40,TianScale3
41,CAU-DA-lh,53,TianScale3
42,CAU-body-lh,44,TianScale3
43,CAU-tail-lh,14,TianScale3
44,lAMY-lh,48,TianScale3
45,mAMY-lh,58,TianScale3
46,THA-DP-lh,70,TianScale3
47,NAc-shell-lh,39,TianScale3
48,NAc-core-lh,29,TianScale3
49,pGP-lh,32,TianScale3
50,aGP-lh,33,TianScale3
